Name,Math,Science,English,History,Art
Student998,59,99,97,73,62
Student999,75,88,86,69,89
Student1000,99,87,77,96,63
Student1001,72,91,67,58,86
Student1002,76,74,84,100,60
Student1003,53,58,94,72,59
Student1004,60,96,98,71,78
Student1005,51,83,55,94,95
Student1006,76,99,79,74,56
Student1007,77,53,58,51,63
Student1008,68,74,58,72,77
Student1009,83,83,63,55,88
Student1010,81,83,58,75,55
Student1011,61,63,89,78,63
Student1012,51,84,54,62,81
Student1013,100,87,57,78,90
Student1014,84,65,79,71,84
Student1015,54,71,80,80,72
Student1016,83,57,52,95,58
Student1017,100,91,58,51,93
Student1018,51,54,95,66,85
Student1019,95,89,63,98,55
Student1020,80,63,86,65,81
Student1021,96,80,94,100,66
Student1022,57,88,58,58,65
Student1023,73,75,89,90,58
Student1024,73,50,62,92,61
Student1025,86,60,57,56,85
Student1026,52,77,50,70,100
Student1027,52,100,84,65,71
Student1028,57,100,59,92,65
Student1029,56,85,97,95,87
Student1030,69,61,54,90,53
Student1031,95,73,96,68,60
Student1032,84,84,58,95,83
Student1033,57,75,59,82,92
Student1034,93,81,54,85,79
Student1035,82,80,82,86,70
Student1036,66,63,59,69,77
Student1037,94,53,63,83,100
Student1038,84,66,53,88,85
Student1039,66,53,87,58,85
Student1040,71,81,96,59,58
Student1041,68,81,73,64,63
Student1042,50,99,98,89,73
Student1043,99,86,85,77,97
Student1044,85,77,69,60,76
Student1045,84,86,79,68,92
Student1046,74,67,96,66,74
Student1047,59,96,77,85,56
Student1048,76,70,84,58,61
Student1049,52,76,64,97,57
Student1050,89,69,50,90,84
Student1051,77,58,59,66,85
Student1052,93,78,50,75,97
Student1053,51,99,53,93,61
Student1054,83,100,62,52,65
Student1055,87,65,50,98,68
Student1056,96,93,80,65,52
Student1057,52,61,95,72,95
Student1058,95,66,54,53,54
Student1059,54,97,77,92,71
Student1060,56,74,99,59,52
Student1061,61,84,78,77,55
Student1062,71,63,74,53,78
Student1063,75,95,70,87,87
Student1064,57,67,83,99,74
Student1065,90,73,56,93,97
Student1066,82,66,67,99,56
Student1067,51,73,95,57,62
Student1068,79,62,75,61,83
Student1069,66,60,75,69,71
Student1070,98,94,69,75,96
Student1071,64,66,77,54,61
Student1072,70,79,90,68,60
Student1073,54,100,57,82,83
Student1074,76,79,64,67,67
Student1075,98,94,93,70,88
Student1076,70,92,96,51,93
Student1077,64,94,92,61,57
Student1078,65,80,58,63,74
Student1079,86,75,74,59,93
Student1080,64,80,83,57,73
Student1081,89,61,77,92,65
Student1082,62,66,64,83,86
Student1083,79,53,50,62,84
Student1084,93,95,94,92,67
Student1085,73,71,80,87,93
Student1086,51,61,51,65,60
Student1087,56,85,85,96,61
Student1088,92,68,80,81,59
Student1089,94,65,63,66,90
Student1090,99,87,97,83,69
Student1091,90,92,67,58,81
Student1092,81,50,88,75,67
Student1093,90,61,76,98,95
Student1094,86,54,75,64,71
Student1095,88,65,74,71,75
Student1096,96,82,51,96,68
Student1097,92,97,70,68,54
Student1098,83,53,69,84,93
Student1099,84,79,87,77,91
Student1100,66,58,89,63,73
Student1101,74,71,74,71,88
Student1102,59,92,79,86,74
Student1103,92,95,77,66,73
Student1104,95,80,91,89,87
Student1105,50,83,89,77,54
Student1106,55,63,94,71,58
Student1107,70,50,53,51,76
Student1108,91,85,55,85,75
Student1109,79,56,84,91,91
Student1110,91,82,50,55,80
Student1111,50,93,96,66,100
Student1112,66,69,99,90,70
Student1113,53,88,78,58,79
Student1114,93,90,77,76,76
Student1115,56,80,80,72,50
Student1116,85,53,85,100,87
Student1117,88,71,59,60,92
Student1118,95,69,88,50,95
Student1119,70,82,75,95,59
Student1120,84,86,67,60,56
Student1121,53,92,98,72,98
Student1122,79,63,73,79,88
Student1123,85,51,54,60,92
Student1124,58,98,66,70,64
Student1125,68,86,87,58,69
Student1126,87,98,78,69,74
Student1127,73,66,58,73,98
Student1128,74,58,57,87,55
Student1129,99,90,59,57,64
Student1130,53,89,85,98,59
Student1131,79,64,95,100,56
Student1132,61,100,91,93,72
Student1133,96,98,69,100,95
Student1134,65,100,77,77,65
Student1135,93,63,85,95,76
Student1136,92,100,90,66,87
Student1137,56,53,88,65,54
Student1138,94,67,73,92,94
Student1139,94,70,100,65,68
Student1140,70,55,97,61,88
Student1141,75,92,98,96,68
Student1142,93,92,75,69,77
Student1143,56,81,54,66,99
Student1144,92,86,61,94,57
Student1145,75,98,100,70,79
Student1146,50,63,63,98,98
Student1147,73,64,78,80,79
Student1148,94,50,92,70,95
Student1149,79,55,82,83,54
Student1150,55,74,97,60,70
Student1151,72,93,51,58,97
Student1152,57,97,56,90,52
Student1153,60,73,91,85,51
Student1154,52,70,98,69,58
Student1155,86,82,98,78,78
Student1156,68,87,97,89,51
Student1157,70,82,63,58,60
Student1158,78,67,92,60,97
Student1159,59,85,93,93,91
Student1160,56,66,61,67,83
Student1161,75,93,77,94,81
Student1162,90,57,87,96,67
Student1163,70,93,61,77,53
Student1164,51,89,57,68,52
Student1165,92,98,69,52,62
Student1166,85,63,54,93,66
Student1167,88,52,83,80,57
Student1168,99,97,80,59,84
Student1169,51,95,55,62,62
Student1170,77,92,70,54,74
Student1171,79,63,72,95,71
Student1172,58,98,56,66,85
Student1173,71,55,98,84,75
Student1174,74,74,61,53,91
Student1175,65,92,77,86,51
Student1176,99,64,84,71,79
Student1177,74,94,78,62,70
Student1178,75,53,58,86,56
Student1179,74,90,70,80,75
Student1180,96,83,51,91,85
Student1181,76,100,56,95,84
Student1182,90,78,82,83,95
Student1183,69,79,74,53,88
Student1184,78,60,66,72,81
Student1185,89,55,81,51,72
Student1186,92,92,85,76,86
Student1187,90,97,95,54,57
Student1188,58,94,56,80,72
Student1189,87,81,75,69,61
Student1190,99,88,82,87,74
Student1191,69,73,88,71,90
Student1192,55,68,78,100,54
Student1193,58,93,87,85,90
Student1194,92,76,60,56,96
Student1195,99,60,70,50,92
Student1196,56,98,74,93,51
Student1197,73,63,56,71,71
Student1198,85,53,57,63,78
Student1199,52,54,65,57,93
Student1200,50,68,84,69,58
Student1201,79,64,66,87,51
Student1202,92,54,84,90,73
Student1203,60,58,50,53,58
Student1204,66,84,54,100,76
Student1205,82,82,75,81,96
Student1206,93,79,75,84,75
Student1207,97,76,54,81,59
Student1208,69,96,64,52,65
Student1209,62,61,86,78,76
Student1210,75,79,95,70,67
Student1211,85,68,57,66,96
Student1212,92,76,84,70,98
Student1213,60,74,54,71,89
Student1214,88,72,66,94,82
Student1215,93,56,65,68,56
Student1216,79,99,61,67,58
Student1217,73,88,93,87,98
Student1218,60,92,78,56,50
Student1219,100,69,80,52,80
Student1220,62,73,69,56,61
Student1221,56,53,88,71,98
Student1222,88,87,56,72,78
Student1223,86,87,59,67,79
Student1224,84,67,69,80,98
Student1225,56,81,99,56,51
Student1226,86,97,75,95,88
Student1227,84,95,65,98,97
Student1228,94,62,100,90,63
Student1229,55,69,70,52,60
Student1230,50,93,90,59,51
Student1231,51,83,96,56,100
Student1232,72,66,51,51,58
Student1233,96,90,71,98,62
Student1234,59,80,84,76,53
Student1235,73,59,68,72,85
Student1236,98,60,92,86,55
Student1237,52,80,59,98,82
Student1238,78,69,51,81,100
Student1239,55,91,93,58,93
Student1240,91,58,57,57,80
Student1241,56,59,72,90,59
Student1242,92,71,94,64,86
Student1243,79,89,79,86,87
Student1244,100,95,97,82,71
Student1245,93,83,98,81,60
Student1246,83,64,56,94,86
Student1247,100,96,76,54,73
Student1248,67,100,63,59,97
Student1249,78,52,95,65,79
Student1250,83,67,71,96,52
Student1251,74,88,85,57,95
Student1252,89,72,94,68,73
Student1253,80,100,84,75,82
Student1254,93,77,81,85,61
Student1255,66,73,88,60,94
Student1256,61,97,55,95,90
Student1257,89,98,68,76,79
Student1258,95,80,94,88,72
Student1259,62,61,67,56,50
Student1260,81,91,77,61,65
Student1261,56,63,100,55,50
Student1262,97,60,58,100,88
Student1263,66,83,75,73,67
Student1264,53,83,70,66,50
Student1265,91,96,100,52,82
Student1266,77,69,66,83,83
Student1267,98,97,89,50,51
Student1268,58,100,65,97,82
Student1269,88,84,71,98,92
Student1270,99,88,81,79,69
Student1271,93,66,99,72,77
Student1272,52,65,65,76,87
Student1273,53,76,93,54,64
Student1274,84,95,99,62,93
Student1275,52,64,60,62,76
Student1276,57,69,76,93,78
Student1277,74,76,91,94,96
Student1278,80,50,60,98,65
Student1279,62,77,81,92,91
Student1280,87,93,71,66,80
Student1281,51,82,72,67,51
Student1282,90,91,57,64,98
Student1283,63,82,60,77,84
Student1284,96,83,51,100,68
Student1285,57,68,87,60,84
Student1286,62,53,80,85,63
Student1287,93,56,95,58,51
Student1288,62,87,85,51,95
Student1289,67,69,83,71,79
Student1290,64,81,76,67,73
Student1291,99,56,85,70,80
Student1292,84,82,71,51,59
Student1293,90,91,64,78,99
Student1294,57,85,84,54,89
Student1295,83,97,66,65,87
Student1296,56,74,80,87,92
Student1297,97,90,61,90,59
Student1298,99,79,54,86,94
Student1299,98,84,72,79,62
Student1300,99,100,59,66,93
Student1301,95,96,82,61,81
Student1302,62,90,59,73,93
Student1303,51,65,76,54,53
Student1304,94,71,83,60,71
Student1305,51,74,86,65,75
Student1306,68,61,76,79,55
Student1307,97,92,68,80,90
Student1308,99,59,79,57,55
Student1309,99,67,80,85,97
Student1310,94,79,51,76,63
Student1311,59,91,51,89,62
Student1312,85,70,87,81,62
Student1313,64,92,89,99,53
Student1314,54,57,61,58,93
Student1315,68,82,75,86,97
Student1316,96,73,73,57,55
Student1317,81,52,58,100,60
Student1318,88,57,71,96,63
Student1319,61,74,100,63,85
Student1320,92,77,99,55,64
Student1321,89,56,58,83,99
Student1322,64,61,68,88,87
Student1323,62,54,56,92,88
Student1324,83,58,53,93,96
Student1325,92,73,87,53,81
Student1326,86,98,95,73,88
Student1327,58,63,99,86,58
Student1328,82,100,90,63,95
Student1329,69,86,90,83,54
Student1330,80,87,65,76,83
Student1331,92,77,60,81,58
Student1332,73,73,71,77,69
Student1333,88,60,77,91,98
Student1334,79,78,96,70,50
Student1335,72,66,62,99,94
Student1336,86,82,87,99,73
Student1337,88,55,90,99,90
Student1338,72,77,92,94,60
Student1339,100,70,55,67,77
Student1340,66,85,77,52,55
Student1341,57,72,63,57,90
Student1342,71,67,89,99,80
Student1343,85,61,50,86,100
Student1344,59,60,99,81,62
Student1345,65,77,93,56,64
Student1346,64,75,62,85,68
Student1347,100,84,66,82,86
Student1348,55,52,98,69,88
Student1349,86,60,90,76,98
Student1350,71,71,62,99,88
Student1351,97,50,83,88,83
Student1352,82,98,91,64,59
Student1353,51,76,52,60,64
Student1354,74,98,72,50,76
Student1355,69,91,57,82,78
Student1356,99,57,83,79,88
Student1357,95,90,82,52,53
Student1358,70,85,91,60,93
Student1359,70,70,94,65,54
Student1360,79,58,72,64,74
Student1361,81,98,92,80,80
Student1362,90,67,99,82,74
Student1363,66,67,98,98,56
Student1364,87,51,90,90,86
Student1365,75,92,61,87,100
Student1366,100,97,83,62,81
Student1367,64,96,56,54,77
Student1368,72,58,65,90,94
Student1369,94,59,91,53,93
Student1370,72,83,95,86,88
Student1371,66,59,81,83,84
Student1372,55,95,87,50,97
Student1373,81,81,77,85,83
Student1374,68,57,86,70,59
Student1375,94,89,98,71,74
Student1376,85,74,59,65,78
Student1377,60,62,76,86,70
Student1378,92,80,71,100,77
Student1379,61,90,69,76,53
Student1380,90,55,80,54,72
Student1381,62,95,73,63,61
Student1382,56,63,80,90,58
Student1383,92,66,52,100,77
Student1384,77,55,53,89,98
Student1385,90,55,53,60,98
Student1386,69,84,52,67,83
Student1387,94,71,64,98,79
Student1388,76,69,93,79,96
Student1389,51,69,50,74,71
Student1390,82,75,91,83,63
Student1391,94,98,68,78,53
Student1392,95,71,62,84,54
Student1393,72,71,53,84,89
Student1394,93,83,56,57,61
Student1395,84,61,98,92,62
Student1396,76,88,66,95,77
Student1397,84,100,86,90,70
Student1398,86,62,60,76,67
Student1399,66,69,86,62,60
Student1400,60,89,88,64,59
Student1401,75,71,91,61,83
Student1402,88,93,88,67,86
Student1403,59,61,94,90,84
Student1404,92,69,65,66,95
Student1405,50,75,76,69,82
Student1406,74,73,70,91,64
Student1407,80,63,78,96,54
Student1408,53,92,68,76,78
Student1409,79,71,78,65,76
Student1410,80,80,98,50,94
Student1411,51,86,82,92,78
Student1412,51,75,83,71,76
Student1413,74,88,79,74,51
Student1414,72,78,54,61,92
Student1415,88,55,50,96,52
Student1416,70,89,69,99,54
Student1417,84,69,56,88,59
Student1418,62,83,52,76,86
Student1419,56,51,80,74,55
Student1420,88,100,92,83,50
Student1421,65,83,80,67,82
Student1422,66,67,82,57,76
Student1423,62,56,97,92,76
Student1424,100,85,84,50,78
Student1425,73,98,79,63,94
Student1426,80,85,67,57,72
Student1427,51,95,60,77,96
Student1428,63,94,71,73,66
Student1429,50,54,70,76,73
Student1430,88,83,82,65,87
Student1431,100,66,82,74,61
Student1432,92,74,98,67,66
Student1433,70,73,57,90,96
Student1434,61,100,73,51,83
Student1435,95,78,93,81,80
Student1436,78,87,57,51,76
Student1437,50,74,75,69,61
Student1438,100,51,100,96,83
Student1439,87,62,55,59,73
Student1440,90,85,67,93,79
Student1441,100,92,81,92,79
Student1442,92,93,91,86,75
Student1443,61,50,78,62,73
Student1444,85,80,60,81,87
Student1445,58,90,66,95,95
Student1446,96,62,52,73,88
Student1447,70,75,60,79,52
Student1448,84,67,63,77,51
Student1449,51,73,78,82,94
Student1450,60,59,57,53,80
Student1451,84,72,78,95,92
Student1452,99,55,67,83,59
Student1453,54,91,91,82,61
Student1454,76,98,92,68,53
Student1455,90,75,60,88,100
Student1456,84,67,95,86,93
Student1457,89,87,96,63,57
Student1458,89,67,66,93,68
Student1459,55,92,55,71,86
Student1460,71,87,70,100,94
Student1461,96,88,97,96,57
Student1462,74,59,52,81,68
Student1463,59,89,67,57,98
Student1464,72,65,54,94,96
Student1465,60,96,59,83,74
Student1466,68,74,51,60,65
Student1467,77,72,66,54,52
Student1468,57,99,51,73,62
Student1469,69,90,69,64,80
Student1470,93,62,79,55,64
Student1471,63,60,96,63,67
Student1472,73,54,54,67,91
Student1473,90,52,89,91,60
Student1474,92,76,99,73,97
Student1475,67,99,73,94,59
Student1476,98,79,67,83,70
Student1477,78,68,53,63,59
Student1478,59,53,88,77,56
Student1479,71,58,52,72,64
Student1480,68,92,63,60,60
Student1481,69,53,77,70,79
Student1482,56,74,82,51,75
Student1483,88,80,74,62,78
Student1484,95,72,97,59,100
Student1485,53,98,50,73,85
Student1486,62,77,61,51,54
Student1487,60,63,83,92,71
Student1488,96,80,67,81,100
Student1489,85,58,64,51,66
Student1490,89,79,68,77,61
Student1491,84,100,95,65,63
Student1492,64,54,57,65,71
Student1493,78,98,69,83,68
Student1494,86,84,70,58,84
Student1495,77,61,81,89,69
Student1496,91,71,76,80,85
Student1497,76,75,51,63,94
Student1498,67,54,55,82,93
Student1499,63,58,92,50,79
Student1500,82,68,85,99,71
Student1501,98,89,68,67,87
Student1502,69,84,55,61,72
Student1503,55,66,66,92,67
Student1504,100,78,96,53,89
Student1505,97,99,50,82,62
Student1506,58,57,65,55,63
Student1507,93,86,75,99,91
Student1508,88,53,56,87,64
Student1509,99,95,89,74,60
Student1510,88,93,61,81,57
Student1511,72,71,56,75,61
Student1512,52,52,76,73,77
Student1513,91,95,78,90,74
Student1514,69,67,68,52,82
Student1515,57,65,56,91,84
Student1516,94,90,59,76,91
Student1517,85,68,77,98,76
Student1518,54,93,60,59,88
Student1519,55,94,71,97,99
Student1520,84,50,76,92,79
Student1521,97,77,54,95,60
Student1522,75,65,100,96,73
Student1523,65,73,99,95,75
Student1524,71,93,54,84,99
Student1525,74,73,54,64,82
Student1526,85,84,94,86,57
Student1527,77,56,93,94,87
Student1528,85,100,72,50,82
Student1529,80,98,69,72,86
Student1530,81,76,50,63,94
Student1531,79,82,78,69,84
Student1532,88,99,67,89,92
Student1533,78,90,91,68,62
Student1534,68,94,58,51,51
Student1535,83,51,54,65,55
Student1536,93,80,55,75,52
Student1537,58,66,81,72,60
Student1538,80,60,63,84,86
Student1539,100,92,82,52,88
Student1540,87,94,87,89,94
Student1541,70,96,61,100,97
Student1542,63,92,76,99,91
Student1543,81,79,71,84,72
Student1544,91,64,84,65,97
Student1545,80,98,56,69,50
Student1546,69,58,90,86,98
Student1547,80,88,53,93,50
Student1548,89,88,65,61,69
Student1549,96,79,96,81,64
Student1550,78,88,51,81,60
Student1551,79,85,66,65,57
Student1552,65,57,89,53,61
Student1553,61,61,98,86,89
Student1554,80,83,81,78,53
Student1555,95,56,79,61,56
Student1556,81,96,98,99,83
Student1557,75,77,93,88,74
Student1558,59,100,94,78,57
Student1559,66,92,87,70,75
Student1560,52,85,100,75,55
Student1561,80,87,64,62,59
Student1562,51,77,73,71,77
Student1563,65,92,66,95,58
Student1564,89,63,79,69,64
Student1565,77,74,92,86,71
Student1566,100,61,100,94,91
Student1567,79,59,94,83,61
Student1568,97,84,96,88,100
Student1569,88,62,57,76,85
Student1570,96,96,64,84,61
Student1571,73,80,98,89,66
Student1572,64,77,66,52,73
Student1573,83,90,58,70,59
Student1574,96,86,100,76,86
Student1575,70,73,86,68,65
Student1576,78,57,73,68,79
Student1577,72,71,86,68,57
Student1578,67,63,87,63,66
Student1579,86,82,67,92,68
Student1580,64,60,76,86,99
Student1581,94,70,76,71,78
Student1582,55,70,81,67,70
Student1583,96,58,75,60,78
Student1584,65,55,100,92,68
Student1585,72,62,99,99,53
Student1586,73,95,81,57,63
Student1587,63,87,75,56,51
Student1588,74,96,78,79,56
Student1589,91,64,81,56,55
Student1590,85,86,56,50,75
Student1591,90,73,68,60,52
Student1592,81,51,96,75,62
Student1593,83,52,74,76,53
Student1594,65,60,69,79,55
Student1595,82,81,86,52,95
Student1596,84,79,99,67,77
Student1597,82,75,75,90,100
Student1598,97,84,98,94,77
Student1599,64,65,77,92,52
Student1600,58,70,84,80,51
Student1601,53,74,50,70,77
Student1602,65,60,57,56,94
Student1603,70,58,66,88,57
Student1604,54,71,58,76,94
Student1605,50,82,55,60,58
Student1606,52,92,61,54,90
Student1607,74,58,70,66,74
Student1608,54,79,68,77,98
Student1609,66,78,99,88,78
Student1610,63,84,72,87,55
Student1611,74,80,57,97,63
Student1612,91,56,56,89,76
Student1613,50,77,86,64,62
Student1614,58,64,92,60,74
Student1615,57,83,57,75,72
Student1616,100,62,51,54,83
Student1617,50,92,58,82,87
Student1618,81,80,72,76,90
Student1619,54,83,73,100,62
Student1620,61,100,91,72,95
Student1621,69,100,88,70,64
Student1622,84,72,85,52,73
Student1623,67,66,53,50,68
Student1624,55,86,70,69,77
Student1625,67,81,71,65,92
Student1626,50,71,51,73,53
Student1627,93,53,69,50,61
Student1628,52,59,83,71,77
Student1629,62,74,72,85,77
Student1630,77,95,65,80,57
Student1631,64,90,60,86,90
Student1632,76,52,99,56,63
Student1633,84,92,73,76,53
Student1634,84,59,66,100,95
Student1635,73,83,63,81,55
Student1636,98,98,92,92,69
Student1637,88,62,55,92,52
Student1638,56,96,97,54,66
Student1639,87,91,61,52,54
Student1640,74,80,97,94,71
Student1641,86,90,94,88,61
Student1642,51,74,67,86,100
Student1643,94,85,62,68,52
Student1644,75,92,56,82,82
Student1645,66,58,60,70,52
Student1646,92,100,87,84,70
Student1647,56,94,80,62,56
Student1648,72,74,71,76,82
Student1649,76,82,65,95,92
Student1650,77,66,94,100,91
Student1651,90,95,50,60,56
Student1652,84,91,89,99,59
Student1653,71,60,84,66,55
Student1654,78,57,95,52,63
Student1655,83,61,81,99,81
Student1656,83,62,89,97,90
Student1657,93,79,64,55,84
Student1658,60,71,63,62,68
Student1659,74,56,60,68,68
Student1660,69,94,86,80,79
Student1661,96,88,50,52,69
Student1662,75,93,88,90,71
Student1663,86,75,85,84,57
Student1664,92,97,67,77,81
Student1665,87,91,77,50,64
Student1666,80,54,52,92,95
Student1667,77,55,70,67,95
Student1668,88,92,72,85,80
Student1669,97,78,62,50,62
Student1670,55,88,63,50,50
Student1671,55,72,64,72,59
Student1672,56,53,62,55,72
Student1673,91,94,62,64,68
Student1674,82,80,58,63,83
Student1675,65,98,50,75,79
Student1676,57,97,83,68,76
Student1677,50,83,67,70,71
Student1678,91,85,57,69,100
Student1679,51,95,53,73,84
Student1680,63,93,87,96,96
Student1681,78,92,93,55,67
Student1682,96,50,61,96,89
Student1683,76,64,86,71,57
Student1684,90,90,59,80,55
Student1685,94,89,69,85,77
Student1686,73,73,80,75,54
Student1687,65,85,59,99,77
Student1688,58,90,78,87,100
Student1689,95,53,78,66,78
Student1690,85,84,91,74,72
Student1691,52,53,60,74,53
Student1692,75,73,73,70,77
Student1693,84,50,73,75,85
Student1694,100,52,73,81,66
Student1695,80,91,68,51,75
Student1696,76,95,65,77,68
Student1697,70,97,100,59,84
Student1698,59,98,51,74,74
Student1699,94,88,51,65,87
Student1700,64,59,52,99,93
Student1701,97,96,61,60,50
Student1702,62,90,70,89,94
Student1703,73,85,67,94,74
Student1704,53,84,89,66,97
Student1705,95,53,83,93,92
Student1706,57,74,86,100,87
Student1707,80,84,93,94,74
Student1708,60,96,64,72,68
Student1709,90,83,95,57,75
Student1710,80,72,54,74,83
Student1711,91,88,75,82,51
Student1712,73,96,52,97,63
Student1713,89,66,63,73,50
Student1714,68,50,73,54,75
Student1715,85,82,78,71,56
Student1716,96,51,99,89,52
Student1717,74,98,54,59,95
Student1718,82,63,76,89,94
Student1719,87,63,84,88,89
Student1720,83,78,63,94,98
Student1721,86,89,50,53,90
Student1722,78,95,79,97,71
Student1723,72,87,69,77,59
Student1724,83,50,98,64,100
Student1725,92,78,88,100,95
Student1726,90,51,97,61,66
Student1727,75,58,88,100,56
Student1728,52,63,66,79,50
Student1729,63,53,56,57,89
Student1730,78,90,69,89,70
Student1731,80,69,57,88,82
Student1732,98,74,83,72,63
Student1733,83,98,51,61,60
Student1734,74,83,90,90,88
Student1735,84,62,83,88,93
Student1736,65,94,57,90,69
Student1737,64,87,72,61,72
Student1738,66,72,66,71,62
Student1739,90,76,62,96,61
Student1740,70,91,92,69,86
Student1741,54,52,84,56,84
Student1742,50,80,93,87,68
Student1743,57,80,55,65,77
Student1744,96,91,61,83,67
Student1745,64,94,84,63,82
Student1746,88,52,83,86,76
Student1747,87,54,84,79,80
Student1748,69,60,60,60,51
Student1749,52,86,56,87,82
Student1750,55,88,97,76,72
Student1751,71,90,56,65,65
Student1752,60,66,56,92,67
Student1753,64,100,59,88,73
Student1754,58,81,50,80,52
Student1755,64,75,67,51,79
Student1756,54,77,94,91,55
Student1757,87,60,58,52,86
Student1758,89,87,54,60,59
Student1759,63,61,84,84,94
Student1760,69,66,89,57,59
Student1761,55,58,54,90,61
Student1762,55,61,84,100,54
Student1763,97,72,74,96,78
Student1764,65,69,57,74,70
Student1765,97,65,63,66,53
Student1766,64,90,80,58,76
Student1767,94,80,97,74,77
Student1768,72,88,76,70,81
Student1769,96,51,66,70,62
Student1770,100,68,93,62,74
Student1771,75,79,92,94,69
Student1772,51,99,69,96,73
Student1773,94,81,61,97,71
Student1774,60,61,88,97,57
Student1775,58,72,65,79,85
Student1776,88,51,50,80,90
Student1777,67,71,97,70,74
Student1778,99,71,51,67,64
Student1779,74,77,87,76,77
Student1780,67,95,95,83,61
Student1781,94,67,51,99,63
Student1782,61,94,64,58,80
Student1783,61,85,71,83,58
Student1784,63,70,88,100,81
Student1785,64,96,90,89,77
Student1786,57,55,100,88,68
Student1787,66,81,77,78,88
Student1788,82,91,99,97,72
Student1789,79,65,66,69,71
Student1790,80,64,67,64,50
Student1791,86,62,94,72,74
Student1792,80,63,91,91,50
Student1793,57,78,51,78,100
Student1794,79,55,62,90,65
Student1795,59,83,54,68,90
Student1796,50,100,57,99,98
Student1797,66,57,63,61,87
Student1798,84,80,79,75,73
Student1799,79,63,92,62,97
Student1800,78,62,70,63,55
Student1801,64,74,93,58,84
Student1802,69,100,72,94,68
Student1803,60,89,78,97,99
Student1804,54,97,56,75,66
Student1805,98,64,94,98,91
Student1806,52,82,52,56,66
Student1807,71,87,87,83,87
Student1808,66,91,84,58,65
Student1809,75,60,61,92,86
Student1810,82,90,100,69,84
Student1811,72,95,53,77,55
Student1812,59,87,95,100,73
Student1813,56,73,93,65,63
Student1814,84,97,89,91,73
Student1815,93,73,74,59,66
Student1816,81,62,57,81,62
Student1817,98,98,66,80,55
Student1818,56,73,67,72,76
Student1819,68,54,80,88,83
Student1820,95,64,83,70,90
Student1821,76,100,76,76,85
Student1822,65,66,53,56,89
Student1823,70,79,61,90,50
Student1824,71,58,100,63,96
Student1825,71,78,73,70,57
Student1826,100,66,63,76,52
Student1827,77,99,82,54,91
Student1828,92,90,65,90,64
Student1829,71,53,98,96,100
Student1830,77,53,78,93,59
Student1831,59,71,92,80,75
Student1832,76,63,65,76,85
Student1833,74,92,77,98,93
Student1834,83,54,93,57,54
Student1835,79,57,95,57,76
Student1836,67,55,85,69,51
Student1837,54,90,76,66,99
Student1838,51,58,57,93,84
Student1839,73,100,91,65,53
Student1840,83,88,61,74,56
Student1841,68,60,72,55,79
Student1842,95,77,90,91,76
Student1843,97,53,64,80,57
Student1844,83,70,97,63,50
Student1845,68,82,95,65,52
Student1846,85,62,91,62,76
Student1847,86,67,98,81,60
Student1848,94,90,66,79,87
Student1849,58,61,87,87,82
Student1850,98,74,71,69,98
Student1851,72,82,87,85,60
Student1852,86,80,77,50,70
Student1853,77,65,89,59,65
Student1854,56,83,72,60,89
Student1855,56,91,85,53,79
Student1856,100,65,84,72,58
Student1857,70,65,55,53,76
Student1858,52,60,81,95,55
Student1859,59,61,79,79,75
Student1860,74,84,74,100,65
Student1861,67,73,93,99,93
Student1862,60,75,82,70,77
Student1863,72,67,62,94,86
Student1864,95,53,81,65,78
Student1865,81,81,52,62,81
Student1866,74,72,52,73,75
Student1867,50,80,80,53,57
Student1868,89,78,81,85,66
Student1869,77,60,66,80,73
Student1870,53,58,100,71,73
Student1871,74,50,75,53,74
Student1872,78,93,53,57,96
Student1873,74,69,67,68,52
Student1874,57,82,70,52,64
Student1875,52,55,85,99,70
Student1876,75,94,95,69,57
Student1877,83,53,98,60,80
Student1878,58,82,58,83,73
Student1879,94,70,86,53,57
Student1880,50,86,84,78,65
Student1881,80,87,62,56,71
Student1882,80,79,74,86,65
Student1883,52,70,89,98,100
Student1884,84,60,68,59,93
Student1885,96,88,90,50,63
Student1886,55,73,93,55,58
Student1887,98,64,71,78,94
Student1888,67,98,65,63,54
Student1889,86,60,69,68,62
Student1890,99,59,88,56,77
Student1891,73,98,86,58,84
Student1892,55,68,64,72,62
Student1893,58,78,69,63,95
Student1894,81,69,82,54,86
Student1895,69,60,75,88,88
Student1896,90,63,93,90,50
Student1897,65,96,93,65,70
Student1898,90,65,68,99,55
Student1899,70,97,61,66,80
Student1900,50,81,72,51,56
Student1901,66,82,77,73,54
Student1902,76,95,64,76,94
Student1903,89,72,81,65,62
Student1904,78,54,60,50,69
Student1905,95,80,83,87,86
Student1906,83,59,78,90,76
Student1907,71,63,74,95,71
Student1908,87,89,55,99,91
Student1909,77,65,89,55,53
Student1910,89,87,65,98,99
Student1911,58,55,84,60,72
Student1912,79,85,65,94,88
Student1913,93,96,100,77,95
Student1914,62,65,84,89,91
Student1915,92,95,66,69,55
Student1916,71,74,67,95,86
Student1917,70,59,51,78,99
Student1918,86,100,51,59,59
Student1919,100,66,52,100,69
Student1920,82,88,96,52,76
Student1921,51,85,95,53,76
Student1922,54,79,72,77,50
Student1923,99,50,86,57,76
Student1924,84,91,96,51,94
Student1925,90,85,86,100,96
Student1926,86,78,79,66,98
Student1927,55,71,95,88,60
Student1928,83,52,53,94,63
Student1929,62,79,99,79,88
